IMFSP2_ItemFamilyGroup,IMITEM_ItemNumber,IMSIZ1_SizeSpec1,IMSIZ2_SizeSpec2,IMSIZ3_SizeSpec3,IMDSC2_Description2,IMWPFT_WeightPerFoot,IOACST_AverageCost,IOQOH_QuantityOnHand,IOQOO_QuantityOnOrder,IOQ_TOTAL_TotalQuantityOnOrder,IMDSC1_Description1,IMWUOM_WeightUnitOfMeasure,IMCSMO_CostingModel
"KB03.750-00.000 HF GRAYIRON G2                                        ",51435,3.7500,0.0000,0.0000,"HF GRAYIRON G2                ",37.547,0.0000,6.500,0.000,0.000,"3.750 ROUND BAR               ",PLI,"DEFAULT                            "
"KB04.000-00.000 HF 1018  AR                                           ",51472,4.0000,0.0000,0.0000,"HF 1018  AR                   ",42.721,27.7106,4.917,120.000,10.833,"4.000 ROUND BAR               ",PLI,"DEFAULT                            "
"KB04.000-00.000 HF 1045  AR                                           ",52368,4.0000,0.0000,0.0000,"HF 1045  AR                   ",42.721,32.4721,8.333,0.000,0.000,"4.000 ROUND BAR               ",PLI,"DEFAULT                            "
"KB04.250-00.000 HF 1018  AR                                           ",52376,4.2500,0.0000,0.0000,"HF 1018  AR                   ",48.228,28.9492,62.750,0.000,0.000,"4.250 ROUND BAR               ",PLI,"DEFAULT                            "
"KB04.375-00.000 HF GRAYIRON G2                                        ",51374,4.3750,0.0000,0.0000,"HF GRAYIRON G2                ",51.106,0.0000,13.500,0.000,0.000,"4.375 ROUND BAR               ",PLI,"DEFAULT                            "
"KB04.500-00.000 HF 1018                                               ",52279,4.5000,0.0000,0.0000,"HF 1018                       ",54.068,35.8884,13.167,0.000,0.000,"4.500 ROUND BAR               ",PLI,"DEFAULT                            "
"KB04.500-00.000 HF 1045  AR                                           ",52369,4.5000,0.0000,0.0000,"HF 1045  AR                   ",54.068,41.0989,36.001,0.000,0.000,"4.500 ROUND BAR               ",PLI,"DEFAULT                            "
"KB04.750-00.000 HF 1018 AR                                            ",50891,4.7500,0.0000,0.0000,"HF 1018 AR                    ",60.243,39.8079,34.498,80.333,33.750,"4.750 ROUND BAR               ",PLI,"DEFAULT                            "
"KB05.000-00.000 CF 1144                                               ",52715,5.0000,0.0000,0.0000,"CF 1144                       ",66.751,0.0000,1.000,0.000,0.000,"5.000 ROUND BAR               ",PLI,"DEFAULT                            "
"KB05.000-00.000 HF 1018 AR                                            ",50756,5.0000,0.0000,0.0000,"HF 1018 AR                    ",66.751,41.3009,35.916,0.000,0.000,"5.000 ROUND BAR               ",PLI,"DEFAULT                            "
"KB05.500-00.000 HF 1018                                               ",51985,5.5000,0.0000,0.0000,"HF 1018                       ",80.769,46.0574,45.667,0.000,0.000,"5.500 ROUND BAR               ",PLI,"DEFAULT                            "
"KB05.750-00.000 HF 1018                                               ",52502,5.7500,0.0000,0.0000,"HF 1018                       ",88.278,59.5476,10.167,0.000,0.000,"5.750 ROUND BAR               ",PLI,"DEFAULT                            "
"KB05.750-00.000 HF D2                                                 ",52475,5.7500,0.0000,0.0000,"HF D2                         ",88.278,0.0000,0.292,0.000,0.000,"5.750 ROUND BAR               ",PLI,"DEFAULT                            "
"KB06.000-00.000 HF 1018  AR                                           ",52659,6.0000,0.0000,0.0000,"HF 1018  AR                   ",96.121,58.8626,23.666,0.000,0.000,"6.000 ROUND BAR               ",PLI,"DEFAULT                            "
"KB06.250-00.000 HF 1018 AR                                            ",50851,6.2500,0.0000,0.0000,"HF 1018 AR                    ",104.298,0.0000,0.000,0.000,0.000,"6.250 ROUND BAR               ",PLI,"DEFAULT                            "
"KB06.250-00.000 HF 1045  AR                                           ",51446,6.2500,0.0000,0.0000,"HF 1045  AR                   ",104.298,67.3948,0.000,0.000,0.000,"6.250 ROUND BAR               ",PLI,"DEFAULT                            "
